"BASMID","QTYPE","GRADE","SCPUBPRI","SSAMSC","SEENJOY","SEGRADES","SEADPLCXX","SEBEHAVX","SESCHWRK","SEGBEHAV","SEGWORK","SEREPEAT","SESUSOUT","SESUSPIN","SEEXPEL","SEFUTUREX","GRADEEQ","HSWHOX","HSTUTOR","HSCOOP","HSDAYS","HSHOURS","HSSTYL","HSCLIBRX","HSCHSPUBX","HSCEDPUBX","HSCORGX","HSCCHURX","HSCPUBLX","HSCPRIVX","HSCRELX","HSCNETX","HSCOTH","HSCVTLCR","HSCOURS","HSINTNET","HSINTPUB","HSINTST","HSINTCH","HSINTAPB","HSINTPRI","HSINTCOL","HSINTOH","FSSPORTX","FSVOL","FSMTNG","FSPTMTNG","FSATCNFN","FSFUNDRS","FSCOMMTE","FSCOUNSLR","FHHOME","FHWKHRS","FHCAMT","FHCHECKX","FHHELP","FORESPON","FODINNERX","HDHEALTH","CDOBYY","AGE2015","CPLCBRTH","CSEX","TTLHHINC","RACEETH2","CENREG","PARGRADEX","FAMILY16X"
20161000013,2,6,4,1,1,1,-1,0,0,4,5,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,2,2,4,10,1,4,2,1,6,2,2007,8,1,1,10,4,4,4,1
20161000017,2,12,4,1,1,2,2,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,2,1,3,4,1,4,2,1,5,2,2001,14,1,1,6,3,3,3,1
20161000050,2,4,4,1,1,5,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,2,2,3,4,1,4,3,2,7,1,2008,7,1,1,6,3,2,4,1
20161000057,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,1,2,2,5,40,2,1,1,1,1,1,2,2,1,1,2,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,7,2,2001,14,1,2,5,1,2,4,1
20161000058,2,12,4,1,2,1,1,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,2,2,2,4,6,2,3,1,1,5,2,2001,14,1,2,9,1,3,4,1
20161000064,2,13,4,1,2,2,2,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,3,6,2,1,5,1,4,1,2000,15,1,2,8,3,2,3,1
20161000065,2,13,4,1,2,1,2,2,0,0,0,2,2,1,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,2,2,2,2,5,-1,-1,-1,-1,2,0,1,1999,16,1,1,4,1,2,1,3
20161000085,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,6,1,1,5,30,1,1,1,1,1,2,1,1,1,1,2,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,1,1999,16,1,1,5,5,2,4,1
20161000096,2,13,4,1,2,3,2,0,0,0,0,2,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,1,2,1,4,10,1,4,1,1,4,2,2000,15,1,1,5,3,4,3,3
20161000120,2,12,4,2,2,1,2,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,2,2,1,3,1,1,3,1,2,7,2,2001,14,1,2,9,3,4,5,2
20161000130,2,5,4,1,2,3,-1,0,4,2,2,1,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,1,3,4,2,4,3,1,2,4,2007,8,1,1,3,3,2,2,1
20161000135,2,11,4,1,2,2,-1,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,2,2,2,2,2,2,3,1,3,2,2,5,1,2002,13,1,1,7,2,2,3,3
20161000143,2,14,4,1,1,1,1,0,0,4,4,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,2,4,10,1,4,5,1,3,1,1998,17,1,2,8,1,3,3,5
20161000151,2,5,4,1,1,2,-1,0,0,0,0,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,1,2,2,3,4,1,4,3,1,3,1,2007,8,1,1,3,1,4,2,4
20161000170,2,12,4,1,2,2,2,0,0,0,0,2,1,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,2,2,1,1,0,2,2,1,1,0,2,2000,15,1,1,5,1,3,2,5
20161000179,2,11,4,1,1,2,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,3,1,2,3,1,2,4,1,2002,13,1,2,2,3,4,1,3
20161000188,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,1,1,2,5,20,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,1,1998,17,1,2,3,3,4,2,2
20161000190,2,2,3,1,1,1,-1,0,0,2,2,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,2,2,4,5,1,4,4,2,7,1,2010,5,1,2,10,3,1,4,1
20161000230,2,12,4,1,4,1,2,0,0,0,0,1,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,2,1,2,1,2,4,1,4,2,1,3,1,2000,15,1,2,8,1,3,4,1
20161000250,2,11,4,1,1,1,-1,0,0,4,4,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,2,2,2,4,8,1,4,1,1,2,1,2002,13,1,2,5,3,4,3,4
20161000255,2,4,4,1,2,2,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,2,2,3,6,1,4,4,1,7,1,2009,6,1,2,8,1,4,3,4
20161000272,2,8,4,1,1,2,-1,0,0,0,0,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,1,2,2,3,3,1,4,3,1,4,1,2005,10,1,1,9,1,3,2,3
20161000293,2,6,4,1,2,2,-1,5,2,1,0,2,2,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,3,1,2,4,2,1,7,3,2007,8,1,1,9,1,1,5,1
20161000317,2,8,2,1,1,1,-1,0,2,0,1,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,2,1,3,5,1,4,2,1,3,1,2005,10,1,2,10,3,2,3,3
20161000354,2,4,4,1,2,1,-1,0,0,10,10,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,1,1,2,2,1,1,4,2,1,7,1,2009,6,1,2,8,1,3,5,2
20161000375,2,10,4,1,2,2,-1,3,0,10,5,2,1,1,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,2,3,8,2,3,2,2,3,1,2002,13,1,2,2,1,2,1,3
20161000414,2,6,4,1,1,1,-1,0,0,1,1,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,2,2,4,5,1,4,3,1,5,1,2006,9,1,2,9,1,1,4,1
20161000424,2,2,4,1,2,2,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,2,4,3,1,4,4,1,6,2,2009,6,1,1,1,3,4,1,4
20161000425,2,11,4,1,2,3,-1,3,0,0,0,2,2,1,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,1,2,2,1,3,18,2,3,3,1,2,2,2002,13,1,2,7,1,3,3,2
20161000447,2,10,4,1,2,1,-1,1,0,3,3,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,2,2,4,5,1,4,2,1,5,1,2002,13,1,2,10,1,2,5,2
20161000465,2,11,4,1,2,1,-1,0,0,0,1,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,1,2,2,4,7,2,3,2,1,7,2,2001,14,1,2,9,1,2,5,1
20161000468,2,12,4,1,1,1,2,0,0,4,2,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,8,1,4,2,1,5,1,2000,15,3,1,1,2,2,1,3
20161000508,2,2,4,1,2,5,-1,1,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,1,2,2,2,2,1,1,4,4,2,5,2,2010,5,1,1,3,1,3,3,4
20161000514,2,8,4,1,2,3,-1,0,2,0,0,2,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,1,2,2,1,3,3,2,4,3,1,7,2,2004,11,1,1,7,1,2,3,5
20161000516,2,6,4,1,2,5,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,1,1,2,2,3,5,1,4,3,1,7,2,2007,8,1,1,10,1,4,5,2
20161000532,2,2,4,1,1,1,-1,1,0,1,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,1,2,2,2,2,1,1,4,2,2,5,2,2009,6,1,1,8,1,2,4,1
20161000535,2,7,4,1,1,2,-1,0,0,0,0,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,2,1,1,2,2,4,5,1,4,2,2,7,4,2006,9,1,1,3,2,1,3,3
20161000562,2,13,4,1,2,1,2,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,2,2,2,4,20,2,4,2,1,3,1,2000,15,1,1,7,4,4,1,3
20161000598,2,2,3,1,1,3,-1,0,0,0,2,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,1,3,2,1,4,3,1,7,1,2010,5,1,2,1,5,1,2,3
20161000642,2,5,2,1,1,1,-1,0,0,1,1,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,2,2,2,3,4,1,3,2,2,3,1,2008,7,1,2,8,3,3,5,1
20161000645,2,7,4,2,2,2,-1,0,0,2,0,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,2,2,1,3,4,1,4,2,2,5,1,2005,10,1,1,3,1,4,2,3
20161000648,2,15,4,1,1,3,2,0,5,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,2,2,2,2,1,4,21,1,2,5,1,7,1,1999,16,1,2,9,4,4,4,2
20161000673,2,12,2,1,2,1,2,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,2,2,1,3,2,1,1,5,1,6,1,2001,14,1,1,10,4,2,5,1
20161000703,2,10,4,1,2,4,-1,5,1,0,0,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,4,2,2003,12,1,1,4,3,4,3,4
20161000710,2,10,4,1,2,1,-1,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,2,2,2,2,3,2,2,1,2,0,2,2003,12,1,2,3,1,3,3,3
20161000718,2,10,4,1,2,3,-1,0,1,0,0,2,2,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,2,2,1,4,20,1,4,2,1,4,1,2002,13,1,2,4,3,3,3,4
20161000729,2,10,4,1,3,2,-1,0,1,2,2,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,2,3,7,1,3,2,2,7,3,2003,12,1,1,2,2,2,3,2
20161000737,2,5,4,1,1,1,-1,0,0,1,2,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,2,2,1,3,4,2,4,3,1,1,2,1998,17,1,2,2,2,3,1,1
20161000738,2,6,4,1,2,5,-1,0,0,0,0,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,1,1,2,2,2,2,1,4,4,1,7,1,2007,8,1,1,9,1,3,3,1
20161000741,2,6,4,1,2,5,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,2,1,2,2,2,4,5,2,4,4,2,5,2,2007,8,1,2,2,3,1,1,1
20161000750,2,8,4,1,2,3,-1,0,0,0,0,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,1,2,3,2,5,2,2,2,2004,11,3,1,2,2,1,1,4
20161000768,2,6,4,1,3,4,-1,0,10,0,0,1,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,2,1,4,10,2,4,4,1,7,1,2006,9,1,2,3,1,2,3,1
20161000776,2,7,2,1,1,1,-1,0,0,1,1,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,2,1,2,2,1,3,2,1,2,1,2005,10,1,2,8,1,3,3,2
20161000782,2,4,2,1,2,1,-1,0,0,0,0,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,1,2,1,4,1,2,5,2,2009,6,1,1,6,1,1,1,1
20161000798,2,10,4,1,2,3,-1,0,3,1,1,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,1,2,1,3,2,1,3,1,1,3,1,2003,12,1,2,8,3,2,3,4
20161000814,2,10,4,1,2,1,-1,0,0,0,0,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,1,2,2,2,4,5,1,4,5,1,7,2,2003,12,1,1,1,3,3,1,3
20161000818,2,15,4,1,3,3,1,0,0,0,0,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,1,2,2,1,1,2,3,1,1,5,3,1998,17,1,1,5,1,2,3,1
20161000830,2,11,4,1,3,1,-1,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,1,2,1,4,5,1,4,1,1,7,1,2002,13,1,1,5,1,1,3,2
20161000849,2,8,4,1,1,1,-1,0,0,0,2,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,2,4,10,1,4,3,1,6,2,2005,10,1,2,10,4,4,5,1
20161000851,2,13,4,1,3,4,2,0,0,0,0,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,1,2,1,2,5,1,5,2,2000,15,1,1,8,1,2,1,3
20161000867,2,13,4,1,1,2,2,0,0,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,1,2,2,1,3,2,1,4,3,1,7,4,1999,16,1,2,1,2,2,2,4
20161000892,2,9,4,1,2,1,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,2,1,3,4,1,4,3,1,5,3,2004,11,1,1,8,3,2,3,1
20161000927,2,10,2,1,2,3,-1,0,0,2,2,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,2,2,2,4,8,2,4,2,2,2,1,2003,12,1,2,7,1,1,5,1
20161000939,2,8,4,1,2,1,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,4,5,1,4,4,1,7,1,2005,10,3,2,10,1,1,5,1
20161000958,2,12,4,1,2,1,2,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,2,2,2,2,3,1,4,2,1,6,1,2001,14,1,2,6,1,2,3,1
20161001001,2,14,4,1,1,1,1,0,0,1,1,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,1,2,1,4,20,1,4,2,1,5,1,1999,16,1,2,2,3,4,3,3
20161001005,2,14,4,1,3,2,2,0,0,2,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,2,1,3,2,1,3,2,2,2,1,1999,16,1,2,8,1,3,4,1
20161001034,2,10,4,1,2,2,-1,1,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,2,2,1,4,8,1,4,3,1,7,2,2002,13,1,1,1,3,2,2,1
20161001069,2,13,4,1,2,2,1,0,0,0,0,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,1,2,1,5,-1,-1,-1,-1,1,6,3,2000,15,1,2,4,1,1,2,2
20161001079,2,2,4,1,2,1,-1,2,0,1,1,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,1,2,2,2,4,5,2,4,4,1,7,2,2009,6,1,2,5,1,4,3,1
20161001084,2,13,4,1,2,2,2,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,2,2,1,2,2,4,10,2,3,2,1,4,1,2000,15,1,1,9,1,2,4,1
20161001099,2,13,4,1,3,1,2,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,2,2,2,1,0,1,1,5,1,4,2,2000,15,1,1,10,1,2,4,1
20161001118,2,15,4,1,2,3,2,2,4,0,0,1,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,1,2,2,1,2,2,3,4,1,2,5,4,1998,17,1,1,1,2,2,4,1
20161001128,2,15,4,1,2,1,1,0,0,10,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,3,3,1,2,1,1,6,2,1997,18,1,1,9,1,3,5,1
20161001134,2,8,4,1,1,5,-1,0,0,0,0,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,2,3,3,1,4,1,2,7,1,2004,11,1,2,9,1,3,3,1
20161001137,2,8,4,1,1,5,-1,0,1,1,1,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,2,4,5,1,4,3,1,3,1,2005,10,1,2,9,1,1,4,1
20161001153,2,11,4,1,1,2,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,2,2,2,2,1,2,3,1,4,2,1,7,1,2001,14,1,1,4,3,2,1,1
20161001176,2,6,4,1,1,1,-1,0,0,3,3,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,2,2,2,4,10,1,4,3,1,7,1,2007,8,1,2,2,3,1,1,1
20161001190,2,2,1,1,1,5,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,6,-1,-1,-1,-1,1,7,1,2010,5,1,2,3,1,2,4,2
